Number of documents in corpus,Document ID,Document,Number of Sentences in Document,Number of Words in Document,Number of Syllables in Document,Word1,Frequency1,Word2,Frequency2,Word3,Frequency3,Word4,Frequency4,Word5,Frequency5,Word6,Frequency6,Word7,Frequency7,Word8,Frequency8,Word9,Frequency9,Word10,Frequency10,Word11,Frequency11,Word12,Frequency12,Word13,Frequency13,Word14,Frequency14,Word15,Frequency15,Word16,Frequency16,Word17,Frequency17,Word18,Frequency18,Word19,Frequency19,Word20,Frequency20
987,64,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_11-HEALTH_AND_SAFETY-Division_4-UNDERGROUND_STORAGE_OF_HAZARDOUS_MATERIALS-Chapter_11.80-PERMITS.txt"")",134,1689,2652,",",135,the,107,.,82,Ord.,70,§,70,(,61,),61,:,54,of,50,or,49,to,39,1,38,2015,36,part,36,1983,36,a,34,shall,29,permit,27,for,26,be,24
987,65,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_11-HEALTH_AND_SAFETY-Division_4-UNDERGROUND_STORAGE_OF_HAZARDOUS_MATERIALS-Chapter_11.82-FEES_AND_DEPOSITS.txt"")",178,2135,3350,",",124,the,98,fee,81,of,79,.,68,$,66,for,52,Ord.,46,§,46,),44,permit,43,(,42,:,38,a,38,shall,33,to,33,underground,29,storage,29,2015,29,in,28
987,66,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_11-HEALTH_AND_SAFETY-Division_4-UNDERGROUND_STORAGE_OF_HAZARDOUS_MATERIALS-Chapter_11.84-ADMINISTRATIVE_ACTION.txt"")",84,1388,2365,the,119,",",81,of,60,to,51,.,50,or,46,a,40,(,28,),28,Director,27,shall,24,Ord.,23,§,23,:,20,for,20,notice,20,and,17,administrative,16,action,16,by,15
987,67,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_11-HEALTH_AND_SAFETY-Division_4-UNDERGROUND_STORAGE_OF_HAZARDOUS_MATERIALS-Chapter_11.86-ENFORCEMENT.txt"")",51,1065,1774,",",70,or,54,of,48,.,38,to,38,the,37,any,30,for,26,),23,this,22,a,21,division,19,(,19,in,16,by,15,underground,15,tank,15,an,14,;,14,:,12
987,68,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_11-HEALTH_AND_SAFETY-Division_4-UNDERGROUND_STORAGE_OF_HAZARDOUS_MATERIALS-Chapter_11.88-MISCELLANEOUS.txt"")",1352,19086,32444,",",1141,.,921,the,674,of,560,and,439,),361,-,360,to,350,—-,343,(,314,or,308,be,293,in,241,a,226,shall,200,for,179,1,174,Health,165,by,151,2,143
987,69,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.04-ENVIRONMENTAL_DOCUMENTS*.txt"")",70,1150,1922,the,82,",",72,.,48,of,39,shall,30,to,29,be,26,and,25,Ord.,20,§,20,1,19,in,17,—,16,:,14,initial,14,review,14,deposit,14,by,14,;,14,a,14
987,70,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.08-NOISE_CONTROL.txt"")",567,6863,11032,",",478,the,339,.,333,),319,(,295,§,268,of,233,or,174,2,147,-,145,Ord.,139,1978,137,Art.,135,noise,123,and,115,a,101,in,96,:,95,to,94,any,85
987,71,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.12-BUILDING_CONSTRUCTION_NOISE.txt"")",46,833,1343,",",60,the,45,of,38,or,37,.,36,to,25,any,25,in,19,a,16,such,15,-,13,Ord.,13,§,12,and,11,this,10,(,10,8594,10,1964,10,),10,is,10
987,72,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.16-COASTAL_COMMISSION_ADMINISTRATIVE_REGULATIONS.txt"")",6,63,113,",",8,approvals,3,in,3,.,3,the,3,of,3,1,3,Chapter,2,-,2,:,2,processing,2,concept,2,(,2,),2,Ord.,2,§,2,12.16,1,COASTAL,1,COMMISSION,1,ADMINISTRATIVE,1
987,73,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.20-DEPOSITING_PETROLEUM_PRODUCTS_ON_BEACHES_OR_INTO_PACIFIC_OCEAN.txt"")",20,1020,1652,",",167,or,130,any,68,of,35,the,31,to,30,.,20,in,19,thereof,18,be,16,petroleum,14,upon,14,such,13,into,12,manner,11,oil,11,is,10,waters,9,water,9,for,8
987,74,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.24-INSECTICIDES_AND_PESTICIDES.txt"")",36,643,1024,",",118,the,37,-,36,.,28,to,18,or,17,of,16,"""",16,1,15,any,15,(,13,),13,4,12,and,10,§,10,2,10,not,10,Ord.,9,8254,9,1962,9
987,75,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.28-BRUSH_AND_VEGETATION.txt"")",57,1148,1817,of,71,the,67,",",57,or,54,.,49,and,32,to,30,a,24,-,22,be,17,"""",16,shall,15,such,14,this,13,vegetation,13,by,13,any,13,The,12,(,12,),12
987,76,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.32-CONTROL_OF_HAZARDOUS_DUST_CONDITIONS.txt"")",38,776,1279,the,56,",",52,of,42,.,34,to,25,and,23,or,20,in,18,(,16,),16,shall,13,permit,13,-,11,for,11,be,10,by,10,a,10,agricultural,10,commissioner,10,Ord.,9
987,77,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.36-WILDFLOWERS.txt"")",39,512,712,",",52,of,29,the,23,;,23,or,12,Section,12,.,11,on,11,to,10,Ord.,10,§,10,8,9,any,8,by,8,North,7,West,7,in,6,and,6,corner,6,thence,6
987,78,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.40-ELECTRICAL_USE_RESTRICTIONS_IN_POWER_SHORTAGES.txt"")",31,492,826,the,32,.,30,of,26,",",25,or,23,"""",16,to,12,power,11,a,10,is,10,(,10,),10,shortage,8,emergency,8,officer,7,electrical,7,-,6,means,6,board,6,and,6
987,79,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.44-OUTDOOR_LIGHTING_USING_NATURAL_GAS.txt"")",14,201,358,.,16,or,12,of,11,natural,11,gas,10,the,9,",",9,"""",8,lighting,6,use,4,decorative,4,to,4,goods,4,-,3,Decorative,3,is,3,a,3,purposes,3,services,3,for,3
987,80,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.48-SOLID_WASTE_DISPOSAL.txt"")",37,444,677,",",40,the,24,of,21,.,17,1,11,and,11,Ord.,10,§,10,$,10,:,9,(,9,),9,-,8,waste,7,in,6,"""",6,or,6,disposal,6,Calabasas,6,Landfill,6
987,81,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.50-UNIFIED_PROGRAM.txt"")",269,4771,7835,the,411,",",291,of,221,.,193,to,141,and,132,or,111,),74,in,71,shall,70,(,68,a,65,program,64,"""",62,permit,59,Ord.,59,§,59,for,58,this,51,-,50
987,82,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.52-HAZARDOUS_WASTE_CONTROL.txt"")",247,4078,6535,",",279,the,274,of,174,.,162,or,124,to,111,and,110,Ord.,71,§,70,a,69,"""",64,in,60,permit,55,shall,55,-,54,hazardous,53,:,51,waste,51,be,50,business,50
987,83,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.56-HAZARDOUS_MATERIALS—EMERGENCY_RESPONSE_COST_RECOVERY.txt"")",129,2909,4855,the,226,",",202,of,142,or,114,.,99,to,96,and,78,"""",52,any,51,a,48,in,43,hazardous,41,shall,31,-,28,by,27,release,27,for,26,be,26,),25,(,24
987,84,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.64-HAZARDOUS_MATERIALS_DISCLOSURE_AND_RISK_MANAGEMENT.txt"")",216,3801,6098,the,245,",",199,of,177,.,121,and,114,or,96,to,87,a,79,"""",68,in,60,be,53,Ord.,53,§,53,by,52,),47,:,46,(,46,shall,42,-,39,for,37
987,85,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.70-ABOVEGROUND_PETROLEUM_STORAGE.txt"")",110,1934,3164,the,145,of,99,",",95,.,79,and,59,to,50,"""",46,),41,(,38,or,38,-,37,a,34,in,33,2010,32,shall,25,be,25,as,22,by,21,20,20,for,19
987,86,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.80-STORMWATER_AND_RUNOFF_POLLUTION_CONTROL.txt"")",437,6754,11564,",",488,.,388,the,354,of,276,or,218,),203,(,199,to,176,and,170,-,126,a,119,in,99,any,95,Ord.,86,§,86,"""",84,;,82,1,79,part,77,facility,71
987,87,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.84-LOW_IMPACT_DEVELOPMENT_STANDARDS.txt"")",163,3655,6263,the,211,",",204,of,160,.,151,or,97,and,96,(,88,),88,to,70,"""",70,shall,62,development,61,a,61,in,55,-,51,project,50,with,43,;,42,site,35,that,34
987,88,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_12-ENVIRONMENTAL_PROTECTION-Chapter_12.85-CARRYOUT_BAGS.txt"")",83,2152,3436,the,127,",",125,of,121,.,81,and,56,a,55,or,49,to,44,),44,(,42,"""",30,any,30,store,30,-,28,in,28,bags,27,that,26,for,25,is,24,this,21
987,89,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_1-OFFENSES_BY_OR_AGAINST_PUBLIC_OFFICERS_AND_GOVERNMENT.txt"")",480,12078,19721,the,883,",",811,of,726,or,501,.,434,to,294,and,268,a,220,any,210,by,194,in,189,county,160,shall,157,be,141,-,138,),136,for,134,(,133,is,119,such,101
987,90,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_10-MOTOR_VEHICLE_SEIZURE_AND_FORFEITURE.txt"")",312,7812,12400,the,602,of,426,",",395,.,332,to,218,in,199,vehicle,177,and,168,a,159,or,146,be,129,shall,124,this,121,is,91,forfeiture,87,for,84,section,79,(,74,),73,any,72
987,91,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_11-COUNTERFEIT_GOODS_NUISANCE_ABATEMENT.txt"")",114,2966,4848,the,246,",",236,of,148,.,121,or,94,to,82,a,68,and,64,in,55,be,46,shall,43,property,42,by,42,order,35,this,32,nuisance,31,-,28,for,28,such,28,county,26
987,92,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_3-OFFENSES_AGAINST_PUBLIC_DECENCY.txt"")",331,5714,9072,",",442,of,272,.,269,or,253,the,207,to,137,in,118,-,112,any,107,(,106,),106,a,102,§,97,and,96,Ord.,96,by,72,person,66,is,66,this,66,such,61
987,93,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_4-OFFENSES_AGAINST_PUBLIC_PEACE.txt"")",145,2839,4417,",",168,or,145,of,131,the,123,.,116,any,74,to,73,a,71,),61,(,57,in,49,for,45,and,42,-,39,is,35,person,32,Ord.,31,§,31,by,30,:,28
987,94,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_6-CONSUMER_PROTECTION.txt"")",89,1590,2687,",",143,.,78,the,78,of,74,or,72,a,44,to,35,substance,34,in,29,(,29,),29,and,26,-,25,person,25,any,25,by,21,for,20,shall,19,not,19,Ord.,19
987,95,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_7-OFFENSES_BY_OR_AGAINST_MINORS.txt"")",158,3699,6161,",",312,or,186,.,147,the,136,of,128,a,127,),89,to,79,-,72,in,63,(,63,minor,60,any,56,is,52,"""",52,by,52,and,47,shall,47,sex,44,this,37
987,96,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_8-WEAPONS.txt"")",756,21299,31263,of,1415,the,1369,",",1312,to,696,said,638,;,590,thence,564,along,561,-,549,line,514,and,512,section,438,.,374,quarter,359,Section,296,mentioned,281,last,280,(,276,),276,in,263
987,97,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_13-PUBLIC_PEACE,_MORALS_AND_WELFARE-Division_9-DISCRIMINATION_AGAINST_PERSONS_WITH_AIDS_OR_AIDS_RELATED_CONDITIONS.txt"")",52,1477,2513,",",95,or,86,to,67,.,64,the,62,of,58,in,41,any,40,AIDS,31,(,30,),30,individual,26,a,24,an,23,this,22,part,20,for,20,is,19,shall,19,-,16
987,98,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.04-GENERAL_PROVISIONS.txt"")",49,796,1318,",",82,.,39,of,36,the,35,1,29,to,26,and,23,or,18,ordinance,17,Ordinance,15,"""",14,(,13,),13,by,13,as,12,1954,12,-,11,any,11,Division,10,Ord.,10
987,99,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.08-DEFINITIONS.txt"")",50,753,1107,.,63,",",44,"""",38,1,29,or,26,-,23,Ord.,22,§,22,of,22,the,21,(,21,6544,21,Ch.,21,Art.,21,2,21,1954,21,),21,means,20,and,17,in,16
987,100,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.12-ENFORCEMENT.txt"")",14,207,314,",",12,of,11,a,11,.,8,1,8,by,8,not,6,$,6,or,5,any,5,the,5,fine,5,shall,4,be,4,conviction,4,exceeding,4,for,4,§,4,than,4,-,3
987,101,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.16-HIGHWAY_SAFETY_COMMISSION.txt"")",57,734,1115,",",63,the,39,Ord.,35,§,35,.,34,:,27,(,27,),27,of,23,and,21,1,21,to,17,part,16,1960,16,by,15,-,14,safety,14,commission,13,shall,13,or,13
987,102,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.20-TRAFFIC_SIGNS_AND_SIGNALS.txt"")",82,1458,2359,",",94,.,75,the,65,or,59,of,56,and,46,1,37,Ord.,29,§,29,-,26,signs,26,traffic,26,to,25,(,25,),25,such,23,by,22,6544,22,Ch.,22,1954,22
987,103,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.24-PRIVATE_ROADS_OPEN_FOR_PUBLIC_USE.txt"")",30,497,743,",",82,Street,30,.,20,the,17,Avenue,15,of,13,Drive,13,roads,12,and,11,Road,10,Ord.,9,§,9,:,8,to,8,(,8,),8,in,7,-,6,—,6,described,6
987,104,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.28-TRAFFIC_ON_PRIVATE_STREETS.txt"")",34,660,927,the,28,of,27,",",26,.,24,a,24,or,21,in,19,any,14,not,13,and,13,private,12,such,12,Ord.,12,§,12,:,11,street,10,(,10,),10,speed,9,2,8
987,105,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.32-SPEED_LIMITS.txt"")",37,787,1135,",",57,the,47,of,36,and,25,.,23,speed,22,is,19,Ord.,18,§,18,(,17,),17,a,16,miles,16,per,16,hour,16,or,15,2,15,limit,14,:,12,in,11
987,106,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.36-BOULEVARD_STOPS.txt"")",38,646,1039,",",43,of,31,-,30,the,29,or,27,.,27,to,17,such,15,stop,14,and,14,is,12,Ord.,12,§,12,traffic,11,signs,11,at,10,right,10,:,9,sign,9,intersection,9
987,107,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.40-TURNING_MOVEMENTS.txt"")",20,437,649,the,23,",",22,or,20,.,18,of,13,that,11,such,11,turns,10,to,9,-,8,signs,8,at,8,a,8,right,8,Ord.,8,§,8,and,7,left,7,(,7,2,7
987,108,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.44-HOUSING_AUTHORITY_TRAFFIC_REGULATIONS.txt"")",99,1578,2461,",",95,of,85,.,73,the,61,or,52,a,42,and,39,Ord.,38,§,38,to,37,(,36,),36,this,29,1,28,facility,28,:,25,shall,25,any,25,parking,24,-,22
987,109,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.48-WEIGHT_LIMITS.txt"")",340,3069,4608,.,300,(,175,),175,",",161,Ord.,121,§,113,Avenue,92,-,86,and,76,District,73,the,72,vehicles,64,Street,63,use,57,Boulevard,57,as,56,of,55,These,55,an,55,may,54
987,110,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.50-INTERSTATE_TRUCK_TERMINAL_ACCESS_ROUTES.txt"")",70,1547,2541,the,150,of,81,.,75,",",65,and,38,to,38,be,31,"""",30,terminal,29,or,27,shall,25,a,25,in,23,director,20,by,19,route,19,applicant,17,may,16,any,14,as,14
987,111,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.52-CROSSWALKS_AND_BICYCLE_LANES.txt"")",27,443,708,",",28,.,24,Ord.,15,§,15,a,14,the,12,and,11,or,11,:,9,that,9,(,9,2,9,),9,to,9,bicycle,9,-,8,—,8,of,8,traffic,8,such,8
987,112,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.54-SKATEBOARDS_AND_ROLLER_SKATES.txt"")",8,177,237,",",24,or,10,on,8,any,8,.,6,-,5,in,5,three,4,percent,4,grade,4,person,4,shall,4,county,4,road,4,street,4,highway,4,lane,4,alley,4,excess,4,of,4
987,113,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.56-RAILROAD_CROSSINGS.txt"")",15,209,289,of,13,.,11,",",9,or,8,the,8,train,6,(,6,Ord.,6,§,6,),6,:,5,in,5,-,4,any,4,to,4,not,3,railroad,3,cars,3,street,3,6932,3
987,114,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.60-TEMPORARY_ROAD_CLOSURES.txt"")",26,304,464,",",29,.,14,of,14,the,14,or,10,and,10,(,7,),7,:,6,1,6,Ord.,6,§,6,in,5,between,5,-,4,a,4,county,4,;,4,2,4,Road,4
987,115,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.62-INTOXICATION_CONTROL_ROADBLOCKS.txt"")",31,529,891,.,31,be,23,the,21,",",21,ICR,18,of,17,shall,15,in,15,to,15,a,13,(,10,),10,by,10,or,10,and,9,as,8,-,7,An,7,is,6,not,6
987,116,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.68-TRESPASS_BY_MOTOR_VEHICLES.txt"")",35,569,913,",",35,the,27,of,23,or,20,.,18,Ord.,16,§,16,property,15,in,13,:,12,(,12,),12,such,12,private,9,by,9,permission,9,person,9,-,8,not,7,1,7
987,117,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.72-REPOSSESSION_OF_MOTOR_VEHICLES.txt"")",12,205,343,the,16,",",16,of,14,.,7,or,6,vehicle,6,and,6,;,6,sheriff,5,"""",4,such,4,repossession,4,The,4,:,3,to,3,motor,3,repossessing,3,number,3,name,3,address,3
987,118,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.76-MISCELLANEOUS_REGULATIONS.txt"")",95,1758,2700,",",127,or,85,.,78,the,78,of,62,any,50,to,47,Ord.,42,§,40,(,34,),34,such,32,1,31,-,30,and,30,highway,23,shall,23,:,21,not,21,6544,20
987,119,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.78-CRUISING.txt"")",20,511,820,",",36,a,24,the,22,of,22,.,20,or,14,in,12,section,10,to,9,this,9,by,8,traffic,8,control,8,vehicle,8,and,8,within,7,any,7,past,7,point,7,as,7
987,120,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_1-TRAFFIC_CODE-Chapter_15.80-ABANDONED_OR_INOPERATIVE_VEHICLES.txt"")",86,1793,2833,the,144,",",120,of,96,.,71,or,68,to,52,and,46,vehicle,38,a,35,(,31,),31,Ord.,30,§,29,10,24,shall,24,thereof,22,owner,22,:,21,be,20,in,19
987,121,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_2-MISCELLANEOUS_TRAFFIC_REGULATIONS.txt"")",155,3123,4882,",",265,the,159,of,154,or,135,.,133,to,84,event,75,such,67,a,63,and,58,any,48,be,47,Ord.,41,§,41,(,40,),40,shall,40,-,36,parade,35,running,34
987,122,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_15-VEHICLES_AND_TRAFFIC-Division_3-PENALTIES_AND_FEES_RELATED_TO_VIOLATIONS_OF_STANDING_AND_PARKING_LAWS.txt"")",423,2407,3687,$,130,",",81,PARKING,77,.,57,of,55,),44,the,41,40.00,40,Article,35,Code,34,Vehicle,27,§,27,(,25,OF,24,35.00,24,provisions,23,—,22,and,21,in,21,see,21
987,123,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_16-HIGHWAYS-Division_1-HIGHWAY_PERMITS-Chapter_16.02-GENERAL_PROVISIONS.txt"")",26,327,509,",",26,1,19,.,18,the,17,of,14,(,12,Ord.,12,§,12,),12,or,11,ordinance,9,and,8,to,8,-,7,:,7,Division,7,be,6,as,6,9349,6,part,6
987,124,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_16-HIGHWAYS-Division_1-HIGHWAY_PERMITS-Chapter_16.04-DEFINITIONS.txt"")",96,1186,1738,",",152,.,83,the,58,"""",56,Ord.,52,1,52,§,51,(,48,),48,or,42,of,40,-,34,:,29,and,25,3597,25,Ch.,25,1940,25,part,24,means,22,9349,20
987,125,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_16-HIGHWAYS-Division_1-HIGHWAY_PERMITS-Chapter_16.06-GENERAL_REGULATIONS.txt"")",157,2767,4481,",",187,the,166,.,126,or,105,of,98,(,67,),67,to,64,1,64,any,59,Ord.,59,§,59,and,52,shall,47,in,44,part,39,:,38,be,34,by,33,permittee,32
